;action_representation_interet_id;activite_id;observation
582;582;582;Le but de cet échange qui a suivi l’envoi du Livre Vert de Saveurs Commerce « 17 propositions pour un commerce alimentaire durable »a été de faire connaître la problématique des ventes au déballage. Après avoir présenté le dispositif légal, nous avons exposé les dérives et les pratiques par lesquelles le consommateur se voit proposer des produits stockés dans des conditions impropres et sans comporter l’ensemble d’informations obligatoires. Nous avons rappelé que cette situation crée une concurrence déloyale pour les  commerçants respectueux de la réglementation. Nous avons demandé du soutien pour faire modifier le dispositif légal afin de mieux encadrer ces ventes. 
583;583;583;Le but de ces échanges a été de faire connaître, à travers notre Livre Vert , le métier de primeur, mais également de faire part des difficultés rencontrées par ces professionnels et des demandes d'adaptations législatives et réglementaires. Lors de cette rencontre ont été notamment abordées les problématiques de la vente au déballage (les dérives, l'impact sur le terrain pour l'ensemble de la filière de fruits et légumes et pour les consommateurs, les demandes de modifications législatives etc), de la contractualisation en fruits et légumes (notamment les difficultés d'application pour les TPE/PME), mais également de la professionnalisation  (formation initiale, CAP Primeur).
584;584;584;Le but de ce rendez-vous qui a suivi l’envoi du Livre Vert de Saveurs Commerce « 17 propositions pour un commerce alimentaire durable »a été d’échanger sur le métier de primeur sur marché et de la mise en place du CAP Primeur. Nous avons abordé la question de la nécessité de professionnaliser les primeurs. Nous avons également mentionné la nécessité de décaler  les horaires de fermeture de marché dans le contexte où les consommateurs arrivent de plus en plus tard. Le dispositif de la présentation du successeur sur marché (loi Pinel de 2014) et les conditions d’occupation du domaine public (ordonnance d’avril 2017) ont été également abordées. 
585;585;585;
586;586;586;
587;587;587;
588;588;588;
589;589;589;
590;590;590;
591;591;591;
592;592;592;
593;593;593;Echanges avec le SGDSN concernant l'expertise et le concours possible de la FFMI en cas de crise liée à des incendies
594;594;594;Mailing adressé à des sénateurs leur proposant de porter un amendement au projet de loi ESSOC en discussion
595;595;595;Le CSCEE est régulièrement consulté sur des sujets qui touchent la filière incendie sans que les acteurs de la filière y soient associés. La FFMI a donc émis le souhait d'intégrer le CSCEE afin d'apporter son expertise en matière de sécurité incendie.
596;596;596;Alerter la DGSCGC et la DHUP notamment des risques d'affaiblissement du niveau de sécurité incendie pour nos concitoyens dans le cadre du projet de loi ESSOC.
597;597;597;Echanges avec les représentants de la SGDSN concernant la normalisation française et son intérêt en termes de sécurité incendie au niveau français, européen et international.
598;598;598;La FFMI souhiate apporter son expertise et être associée aux discussions relatives à la sécurité incendie dans le cadre de la loi ELAN et tout particulièrement au regard de la création d'un nouveau type de bâtiments que sont les Immeubles de Moyenne Hauteur (IMH)
599;599;599;Interpellation du Ministre de l'Economie et des finances et du Ministre de l'Action et des comptes publics
600;600;600;Alerter le Premier Ministre et ses services quant aux risques d'affaiblissement du niveau de sécurité incendie pour nos concitoyens dans le cadre nouveau des constructions bâtimentaires issu de l'article 26 du projet de loi ESSOC
601;601;601;Alerter les parlementaires quant aux risques d'affaiblissement du niveau de sécurité incendie pour nos concitoyens dans le cadre nouveau des constructions bâtimentaires issus de l'article 26 du projet de loi ESSOC
602;602;602;Alerter le le Ministre de l'Intérieur et ses services quant aux risques d'affaiblissement du niveau de sécurité incendie pour nos concitoyens dans le cadre nouveau des constructions bâtimentaires issus de l'article 26 du projet de loi ESSOC 
603;603;603;
604;604;604;
605;605;605;
606;606;606;
607;607;607;
608;608;608;
609;609;609;
610;610;610;En particulier lors de la loi EGAlim
611;611;611;
612;612;612;
613;613;613;
614;614;614;
615;615;615;
616;616;616;
617;617;617;
618;618;618;
619;619;619;
620;620;620;
621;621;621;
622;622;622;
623;623;623;
624;624;624;
625;625;625;
626;626;626;
627;627;627;
628;628;628;
629;629;629;
630;630;630;Présentation par le biais de rencontres et de courriels, de propositions de réforme du système de santé portant sur le rôle du médecin généraliste, le rôle des experts et la place des patients dans les processus d'évaluation des médicaments. Ces propositions ont vocation à susciter le débat et à faire réagir les pouvoirs publics en vue d'une éventuelle réforme du système de santé.
631;631;631;
632;632;632;Présentation par le biais d'évènement, de rencontres et de courriels, de propositions de réforme du système de santé portant sur le rôle du médecin généraliste, le rôle des experts et la place des patients dans les processus d'évaluation des médicaments. Ces propositions ont vocation à susciter le débat et à faire réagir les pouvoirs publics en vue d'une éventuelle réforme du système de santé. Ces propositions ont été portées auprès de membres du parlement ou de leurs assistants.
633;633;633;
634;634;634;
635;635;635;
636;636;636;
637;637;637;
638;638;638;Les principaux sujets abordés sur les procédures douanières, l'économie collaborative, l'intelligence artificielle, la numérisation des PME TPE
639;639;639;
640;640;640;
641;641;641;
642;642;642;
643;643;643;
644;644;644;
645;645;645;
646;646;646;
647;647;647;
648;648;648;
649;649;649;"Faire en sorte que l'interprofession soit un référent pour publier des indicateurs de coûts de production; introduire une nouvelle mission régalienne aux interprofessions : l'arbitrage entre opérateurs économique
"
650;650;650;
651;651;651;"Demande de réduction de l'habilitation du gouvernement à 3 mois, introduire la notion de ""prix abusivement bas dans cette ordonnance; encadrer toutes les promotions et pas seulement celles des marques nationales
"
652;652;652;
653;653;653;
654;654;654;
655;655;655;
656;656;656;
657;657;657;
658;658;658;
659;659;659;
660;660;660;
661;661;661;
662;662;662;
663;663;663;
664;664;664;
665;665;665;
666;666;666;
667;667;667;
668;668;668;
669;669;669;Transmettre des suggestions
670;670;670;"L'objet des activités est de présenter :
- Qwant et sa proposition de valeurs/technologies : éthique, protection des données personnelles et neutralité
- les moteurs recherche verticaux proposés par Qwant :
-- Qwant Junior, moteur de recherche sécurisé pour les enfants de 6 à 12 ans
-- Qwant Music, moteur de recherche dédié à la musique
-- Qwant Games, moteur de recherche dédié à l'univers des jeux vidéos"
671;671;671;
672;672;672;
673;673;673;
674;674;674;
675;675;675;
676;676;676;
677;677;677;
678;678;678;
679;679;679;
680;680;680;
681;681;681;
682;682;682;
683;683;683;
684;684;684;
685;685;685;"Préfets du Tarn et du Tarn et Garonne
Présidents des Conseils départementaux du Tarn et Tarn et Garonne
Conseillers départementaux
Directeur DDT Tarn
"
686;686;686;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
DDSCPP
Président du Conseil départemental du Tarn
"
687;687;687;Préfet du Tarn + Directeur de la DDT du Tarn + services agricoles de la DDT 81
688;688;688;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
Président du Conseil Départemental
Les 2 sénateurs tarnais
Les 3 députés tarnais
Le Directeur de la DRAAF Occitanie
Le Directeur de la DREAL Occitanie
Le Préfet de région
"
689;689;689;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
Président du Conseil Départemental
Les 2 sénateurs tarnais
Les 3 députés tarnais
Le Directeur de la DRAAF Occitanie
Le Directeur de la DREAL Occitanie
Le Préfet de région
L'association des maires du Tarn
"
690;690;690;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
Président du Conseil Départemental
Les 2 sénateurs tarnais
Les 3 députés tarnais
"
691;691;691;"Le Préfet du Tarn
Les 2 sénateurs tarnais
Les 3 députés tarnais
"
692;692;692;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
Président du Conseil Départemental
Les 2 sénateurs tarnais
Les 3 députés tarnais
Directeur DGFIP
"
693;693;693;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
Président Féfération Départementale des chasseurs
"
694;694;694;"Préfet du Tarn
Directeur de la DDT du Tarn + service agricole
Syndicats de rivières
"
695;695;695;
696;696;696;
697;697;697;
698;698;698;
699;699;699;
700;700;700;
701;701;701;
702;702;702;
703;703;703;
704;704;704;
705;705;705;
706;706;706;
707;707;707;
708;708;708;"Réunions diverses ; Envoi d'une note ; Rencontres avec des think-tanks et associations"
709;709;709;
710;710;710;
711;711;711;
712;712;712;
713;713;713;
714;714;714;
715;715;715;
716;716;716;
717;717;717;
718;718;718;
719;719;719;
720;720;720;
721;721;721;
722;722;722;
723;723;723;
724;724;724;Réunions diverses, Envois de mails et appels
725;725;725;
726;726;726;
727;727;727;
728;728;728;
729;729;729;
730;730;730;
731;731;731;
732;732;732;
733;733;733;
734;734;734;
735;735;735;
736;736;736;
737;737;737;Envois de mails et appels
738;738;738;
739;739;739;"Réunions diverses ; Envois de mails et appels ; Envoi d'une note ; Rencontre avec des organisations internationales"
740;740;740;
741;741;741;
742;742;742;
743;743;743;
744;744;744;
745;745;745;"Envois de mails et appels ; Envoi d'une note ; Organiser une audition"
746;746;746;"Réunions diverses ; Envois de mails et appels "
747;747;747;
748;748;748;
749;749;749;
750;750;750;
751;751;751;
752;752;752;
753;753;753;
754;754;754;
755;755;755;
756;756;756;
757;757;757;
758;758;758;
759;759;759;Envois de mails et appels
760;760;760;
761;761;761;
762;762;762;
763;763;763;
764;764;764;
765;765;765;
766;766;766;"Réunions diverses ; Envois de mails et appels ; Envoi d'une proposition d'amendement ; Envoi d'une note ; Rencontres avec des think-tanks et associations"
767;767;767;
768;768;768;
769;769;769;
770;770;770;Réunions diverses, Envois de mails et appels, Envoi de propositions d'amendements, Envoi d'une note
771;771;771;
772;772;772;
773;773;773;
774;774;774;
775;775;775;envoie de mails et appels
776;776;776;
777;777;777;envois de mails et appels, envoi d'une note, envoi de propositions d'amendements
778;778;778;
779;779;779;Envois de mails et appels
780;780;780;
781;781;781;
782;782;782;
783;783;783;
784;784;784;
785;785;785;
786;786;786;
787;787;787;
788;788;788;
789;789;789;
790;790;790;
791;791;791;
792;792;792;
793;793;793;
794;794;794;
795;795;795;
796;796;796;
797;797;797;
798;798;798;
799;799;799;
800;800;800;
801;801;801;
802;802;802;
803;803;803;
804;804;804;
805;805;805;
806;806;806;
807;807;807;
808;808;808;
809;809;809;
810;810;810;
811;811;811;
812;812;812;
813;813;813;
814;814;814;
815;815;815;
816;816;816;
817;817;817;
818;818;818;
819;819;819;
820;820;820;
821;821;821;
822;822;822;
823;823;823;
824;824;824;
825;825;825;"Envois de mails et appels ; Envoi d'une note ; Organiser une audition"
826;826;826;
827;827;827;
828;828;828;
829;829;829;
830;830;830;
831;831;831;
832;832;832;
833;833;833;
834;834;834;
835;835;835;
836;836;836;
837;837;837;
838;838;838;
839;839;839;
840;840;840;
841;841;841;
842;842;842;
843;843;843;
844;844;844;
845;845;845;
846;846;846;
847;847;847;
848;848;848;
849;849;849;
850;850;850;Organisation d'une audition en amont de la remise d'un rapport parlementaire
851;851;851;
852;852;852;
853;853;853;"Mails et appels ; réunions diverses ;  proposition d'interpellation lors d'une audition au Parlement"
854;854;854;"Mails et appels, réunions diverses ; "
855;855;855;"Mails et appels ; réunions diverses ;  proposition d'interpellation lors d'une audition au Parlement"
856;856;856;Mails et appels, organisation d'un événement, communiqué de presse 
857;857;857;
858;858;858;
859;859;859;
860;860;860;
861;861;861;
862;862;862;
863;863;863;
864;864;864;
865;865;865;
866;866;866;
867;867;867;
868;868;868;
869;869;869;
870;870;870;
871;871;871;
872;872;872;
873;873;873;
874;874;874;
875;875;875;
876;876;876;
877;877;877;"Mails et appels,organisation d'un événement ; communiqué de presse "
878;878;878;
879;879;879;Réunions diverses, mails et appels, proposition d'interpellation lors d'une audition au Parlement
880;880;880;
881;881;881;"Envoi de mails et appels, réunions diverses ; "
882;882;882;
883;883;883;
884;884;884;envoi de mails et appels
885;885;885;
886;886;886;
887;887;887;
888;888;888;
889;889;889;
890;890;890;
891;891;891;
892;892;892;
893;893;893;
894;894;894;
895;895;895;
896;896;896;
897;897;897;
898;898;898;
899;899;899;
900;900;900;
901;901;901;
902;902;902;
903;903;903;
904;904;904;
905;905;905;
906;906;906;
907;907;907;
908;908;908;
909;909;909;
910;910;910;
911;911;911;
912;912;912;
913;913;913;
914;914;914;
915;915;915;
916;916;916;
917;917;917;
918;918;918;
919;919;919;
920;920;920;
921;921;921;
922;922;922;
923;923;923;
924;924;924;
925;925;925;
926;926;926;
927;927;927;
928;928;928;
929;929;929;
930;930;930;
931;931;931;
932;932;932;
933;933;933;
934;934;934;
935;935;935;
936;936;936;
937;937;937;
938;938;938;
939;939;939;
940;940;940;
941;941;941;L'entretien s'est fait par téléphone, et avait pour but de préparer l'intervention de Madame la députée au colloque du SEDPA.
942;942;942;
943;943;943;Le SEDPA souhaite que le CSA ait un droit de regard sur le suivi des accords interprofessionnels du secteur audiovisuel afin de régler les éventuels litiges.
944;944;944;Lors de cette audition, le SEDPA a apporté son expertise sur le marché des programmes de flux français dans le cadre d’une discussion ouverte (leur mode de production, leur valorisation économique, leur place au sein des grilles des chaînes de télévision, l’exportation et l’importation de formats, leur exploitation sur les services numériques, les données économiques et financières structurantes…).
945;945;945;Cette rencontre a été organisée suite à la rédaction du rapport de Frédérique Dumas et Béatrice Piron sur le financement et la stratégie à venir de l’audiovisuel public. Après cette rencontre, quelques exemples de financement de la création à l’étranger (Angleterre, Espagne, Scandinavie) ont été envoyés.
946;946;946;
947;947;947;Cet entretien a été demandé par le MAE, à l’occasion de la visite du président de la République au Nigéria pour promouvoir les entreprises françaises et leur le savoir-faire en particulier dans le domaine audiovisuel et cinématographique, en pleine expansion.
948;948;948;
949;949;949;Rencontre entre chefs d'entreprise et la Députée Cendra Motin sur la mise en place du prélèvement à la source qui entre en vigueur au 1er janvier 2019
950;950;950;
951;951;951;Députées présentes : Olivia Grégoire, Députée de Paris – Présidente de la Commission Spéciale Pacte et de Coralie Dubost, Députée de l’Hérault et co-rapporteuse du texte. La CPME Isère a rappelé à cette occasion la spécificité des PME et des TPE et la nécessité de faciliter autant que faire se peut la vie des chefs d’entreprise.
952;952;952;
953;953;953;
954;954;954;Organisation d'un déjeuner autour de parlementaires
955;955;955;
956;956;956;
957;957;957;
958;958;958;Certaines actions ont été coordonnées avec l'Association de Protection des Programmes Sportifs (APPS).
959;959;959;
960;960;960;
961;961;961;
962;962;962;
963;963;963;
964;964;964;
965;965;965;
966;966;966;
967;967;967;
968;968;968;
969;969;969;
970;970;970;
971;971;971;
972;972;972;
973;973;973;
974;974;974;
975;975;975;
976;976;976;
977;977;977;
978;978;978;
979;979;979;
980;980;980;
981;981;981;
982;982;982;
983;983;983;
984;984;984;
985;985;985;
986;986;986;
987;987;987;
988;988;988;
989;989;989;
990;990;990;
991;991;991;
992;992;992;
993;993;993;
994;994;994;
995;995;995;
996;996;996;
997;997;997;
998;998;998;
999;999;999;
1000;1000;1000;
1001;1001;1001;
1002;1002;1002;
1003;1003;1003;
1004;1004;1004;
1005;1005;1005;
1006;1006;1006;
1007;1007;1007;
1008;1008;1008;
1009;1009;1009;
1010;1010;1010;
1011;1011;1011;
1012;1012;1012;
1013;1013;1013;
1014;1014;1014;
1015;1015;1015;L'objectif était d'alerter les élus sur : la diabolisation du métier d'agriculteur (fake news, émissions à charges, intrusions dans les exploitations), sur-transposition de normes européennes (pression fiscale et environnementale en l'absence d'alternative), accords de libre-échange néfastes (CETA-MERCOSUR), le non à une réglementation des Zones de Non Traitement 
1016;1016;1016;
1017;1017;1017;Sujets abordés: EGA, PAC, retraites agricoles, Renouvellement des Générations en Agriculture, Filières
1018;1018;1018;Sujets abordés: EGA, PAC, retraites agricoles, Renouvellement des Générations en Agriculture, Filières
1019;1019;1019;Sujets abordés: EGA, PAC, retraites agricoles, Renouvellement des Générations en Agriculture, Filières
1020;1020;1020;Sujets abordés: EGA, PAC, retraites agricoles, Renouvellement des Générations en Agriculture, Filières
1021;1021;1021;Sujets abordés: EGA, PAC, sécheresse, Renouvellement des Générations en Agriculture, Filières, environnement
1022;1022;1022;Sujets abordés: EGA, PAC, retraites agricoles, Renouvellement des Générations en Agriculture, Filières
1023;1023;1023;Transmission des amendements portés par Jeunes Agriculteurs
1024;1024;1024;Projet visant à renforcer le rôle des Organisations de Producteurs de lait
1025;1025;1025;Alerter sur les conséquences de l'accord du Mercosur pour l'agriculture française. Exiger que l'Etat sorte des accords commerciaux.
1026;1026;1026;
1027;1027;1027;
1028;1028;1028;
1029;1029;1029;
1030;1030;1030;
1031;1031;1031;
1032;1032;1032;
1033;1033;1033;
1034;1034;1034;
1035;1035;1035;
1036;1036;1036;
1037;1037;1037;
1038;1038;1038;
1039;1039;1039;
1040;1040;1040;
1041;1041;1041;
1042;1042;1042;
1043;1043;1043;
1044;1044;1044;
1045;1045;1045;"Le ""Name and Shame"" pratiqué ne prend pas en compte la difficulté des secteurs industriels à recruter des parts egales Hommes/Femmes compte tenu du peu d'ingénieures femmes formées. Nokia se retrouve en bas de classement alors que la société recrute souvent le double de femmes par rapport au pourcentage d'ingenieurs en sortie d'ecole"
1046;1046;1046;
1047;1047;1047;
1048;1048;1048;
1049;1049;1049;
1050;1050;1050;
1051;1051;1051;
1052;1052;1052;
1053;1053;1053;
1054;1054;1054;
1055;1055;1055;
1056;1056;1056;
1057;1057;1057;
1058;1058;1058;
1059;1059;1059;
1060;1060;1060;
1061;1061;1061;
1062;1062;1062;
1063;1063;1063;
1064;1064;1064;
1065;1065;1065;
1066;1066;1066;
1067;1067;1067;Rendre public l'usage des délégations de vote par les députés
1068;1068;1068;
1069;1069;1069;
1070;1070;1070;Discussions dans le cadre d'un rendez-vous le 12/09/2017 sollicité par les responsables de la HATVP au sujet de leur politique Open Data et de l'exploitation des données publiques.
1071;1071;1071;"Nous avons rendu publiques nos propositions sur les projets de loi Confiance et répondu aux propositions d'audition des rapporteurs au Sénat le 21/06/17 et à l'Assemblée le 10/07/17. Nos propositions détaillées et déclinées sous forme d'amendements ont été communiquées par courriel aux parlementaires en amont des débats en hémicycle :
- https://www.regardscitoyens.org/documents/notes/20170621_PJLMoralite_audition-senat-bas.pdf
- https://www.regardscitoyens.org/documents/notes/20170719_PJLConfiance_AmendementsHemicycle.pdf
Nous avons également poursuivi notre action pour la transparence des frais de mandat des parlementaires en sollicitant légalement la publicité des relevés bancaires dédiés."
1072;1072;1072;"Nous avons répondu aux sollicitations des questeurs (01/08/17), du cabinet de la présidence de l'Assemblée (31/07/17 et 14/09/17) et des responsables des groupes de travail sur les réformes de l'Assemblée (auditions par les groupes Ouverture le 12/10/17, Démocratique numérique le 23/10/17, puis par les collaborateurs et administrateurs du groupe Ouverture le 27/11/17).
Nous avons de plus participé aux consultations en ligne organisées par ces groupes de travail : https://www.regardscitoyens.org/documents/notes/20171100_GroupeTravailReformeAN_PropositionConsultation.pdf
Un certain nombre de ces propositions ont aujourd'hui été, au moins partiellement, mises en œuvre par l'Assemblée nationale."
1073;1073;1073;
1074;1074;1074;
1075;1075;1075;
1076;1076;1076;"Le Gouvernement a annoncé début 2019 un projet de loi dit économie circulaire, contre le gaspillage. L'association rencontre dans ce cadre le pouvoir exécutif, ainsi que des parlementaires (rendez-vous, participation à des auditions officielles) afin de promouvoir la réduction des déchets et la sobriété. Les propositions principales de l'association s'axent autour d'un meilleur fonctionnement des filières REP, d'une réduction du recours au plastique jetable, de la réutilisation des emballages.
"
1077;1077;1077;Depuis 2017, chaque conseil régional doit planifier la gestion des déchets sur son territoire. Il s'agit d'un processus structurant au cours duquel des groupes de travail sont organisés. L'association a publié des documents de position, ainsi que des analyses notamment juridique, à propos de la planification régionale, qu'elle a fait suivre aux décideurs locaux et à l'Etat. L'association siège dans la commission officielle pour le plan Ile-de-France, et est représentée par des antennes locales dans plusieurs régions. En 2019, ce processus s'axe surtout autour d'enquêtes publiques auxquelles l'association contribue. Les plans seront adoptés d'ici à 2020.
1078;1078;1078;Le Gouvernement a annoncé début 2019 un projet de loi dit économie circulaire, contre le gaspillage. L'association rencontre dans ce cadre le pouvoir exécutif, ainsi que des parlementaires (rendez-vous, participation à des auditions officielles) afin de promouvoir la réduction des déchets et la sobriété. Les propositions principales de l'association s'axent autour d'un meilleur fonctionnement des filières REP, d'une réduction du recours au plastique jetable, de la réutilisation des emballages.
1079;1079;1079;
1080;1080;1080;A la fin de 2017, et jusqu'en avril 2018, le Ministère de la transition écologique et solidaire a formulé le projet de se doter d'une feuille de route pour l'économie circulaire. L'association a participé à son élaboration, organisée en ateliers thématiques, pour s'assurer qu'elle s'inscrire dans une dynamique de réduction des déchets. Les propositions centrales portées consistaient en une réforme de la fiscalité des déchets, une amélioration du dispositif des REP, des objectifs de réduction du plastique jetable, le développement d'une politique publique en faveur du réemploi des emballages.
1081;1081;1081;Depuis 2017, chaque conseil régional doit planifier la gestion des déchets sur son territoire. Il s'agit d'un processus structurant au cours duquel des groupes de travail sont organisés. L'association a publié des documents de position, ainsi que des analyses notamment juridique, à propos de la planification régionale, qu'elle a fait suivre aux décideurs locaux et à l'Etat. L'association siège dans la commission officielle pour le plan Ile-de-France, et est représentée par des antennes locales dans plusieurs régions. En 2019, ce processus s'axe surtout autour d'enquêtes publiques auxquelles l'association contribue. Les plans seront adoptés d'ici à 2020.
1082;1082;1082;En 2018, la Commission UE a proposé une nouvelle directive pour lutter contre le plastique à usage unique. L'association s'est mobilisée vis à vis des pouvoirs publics français pour que l'Etat soutienne des propositions ambitieuses dans le cadre des discussions européennes. Des mobilisations ont également été organisées par exemple devant le Parlement européen au moment des votes, et des articles de décryptage publiés sur internet, au cours du processus de décision.
1083;1083;1083;Dans le cadre des travaux menés par le Ministère de la transition écologique et solidaire, celui-ci a organisé au cours de l'année 2018 plusieurs groupes de travail (GT méthanisation, GT pacte de confiance), ayant vocation à définir les règles de mélange ou non mélange des différents flux de biodéchets. Zero Waste France a fait valoir au cours de ces échanges la nécessité de ne pas mélanger les biodéchets des ménages avec d'autres biodéchets non triés à la source, pour construire une filière de qualité compatible notamment avec l'agriculture biologique.
1084;1084;1084;Depuis le décret du 10 mars 2016, trier les déchets en entreprise est obligatoire (papier, métal, plastique, verre et bois). Ce décret est très peu respecté, notamment par le secteur de la restauration rapide. A l'occasion d'une campagne publique lancée en 2017 et poursuivie en 2018, l'association a interpellé les pouvoirs publics pour leur demander d'activer leurs prérogatives de puissance publique, et de multiplier les contrôles et les prises de sanction à l'égard des contrevenants.
1085;1085;1085;Dans le cadre de la fin d'agrément des éco-organismes de la filière REP des déchets d'ameublement, le Ministère de l'environnement a organisé un groupe de travail visant à réunir les parties prenantes, pour définir les obligations du nouveau cahier des charges des éco-organismes pour les 5 prochaines années. L'association a participé à ces groupes de travail afin de faire progresser l'éco-conception des meubles, de faire progresser les taux de recyclage, et l'accompagnement des éco-organismes dans le secteur du réemploi / réutilisation. Fin 2017, un nouveau cahier des charges a été publié permettant ensuite l'agrément des éco-organismes.
1086;1086;1086;Au cours de l'année 2017, a percé dans le débat publique qu'un nouveau matériau, le PET opaque, était de plus en plus utilisé notamment pour les bouteilles de lait, mais n'était pas recyclable dans les conditions du moment. L'association a lancé une campagne d'alerte auprès du grand public concernant ce matériau très problématique pour un produit de grande consommation, ainsi qu'auprès du Ministère de l'environnement, pour que ce matériau soit frappé d'un malus dans le cadre de la responsabilité élargie du producteur. La campagne s'est soldée par un arrêté ministériel en date du 22 avril 2017.
1087;1087;1087;
1088;1088;1088;Notre association plaide pour une inclusion pleine et entière des jeunes majeurs sortant de protection de l'enfance dans la société sans limite d'âge couperet de fin de prise en charge.
1089;1089;1089;"SOS Villages d'Enfants France coordonne le Groupe Enfance de la Coordination Humanitaire et Développement rassemblant 15 ONG qui plaident pour une meilleure prise en compte des droits de l'enfant dans les politiques internationales conduites par la France. Nous portons donc des actions de plaidoyer au nom de ce collectif en partenariat avec d'autres ONG.
Nous sommes également membres du Collectif AEDE (Agir Ensemble pour les Droits de l'Enfant) qui plaide pour une meilleure application de la Convention internationale des droits de l'enfant en France et un suivi des recommandations du Comité des droits de l'Enfant des Nations Unies.
"
1090;1090;1090;Envoi de courrier aux sénateurs et députés pour les alerter sur les conséquences du projet de loi Elan sur le cadre de vie.
1091;1091;1091;
1092;1092;1092;
1093;1093;1093;
1094;1094;1094;
1095;1095;1095;
1096;1096;1096;
1097;1097;1097;
1098;1098;1098;
1099;1099;1099;
1100;1100;1100;
1101;1101;1101;
1102;1102;1102;
1103;1103;1103;
1104;1104;1104;
1105;1105;1105;
1106;1106;1106;
1107;1107;1107;Le MENE a été auditionné dans le cadre de la Loi PACTE.
1108;1108;1108;Le MENE avait organisé un débat public en marge du débat sur la PPE.
1109;1109;1109;
1110;1110;1110;
1111;1111;1111;
1112;1112;1112;
1113;1113;1113;
1114;1114;1114;
1115;1115;1115;
1116;1116;1116;
1117;1117;1117;
1118;1118;1118;
1119;1119;1119;
1120;1120;1120;
1121;1121;1121;
1122;1122;1122;
1123;1123;1123;
1124;1124;1124;
1125;1125;1125;
1126;1126;1126;
1127;1127;1127;
1128;1128;1128;
1129;1129;1129;
1130;1130;1130;
1131;1131;1131;
1132;1132;1132;
1133;1133;1133;
1134;1134;1134;
1135;1135;1135;
1136;1136;1136;
1137;1137;1137;
1138;1138;1138;
1139;1139;1139;
1140;1140;1140;
1141;1141;1141;
1142;1142;1142;
1143;1143;1143;
1144;1144;1144;
1145;1145;1145;
1146;1146;1146;
1147;1147;1147;
1148;1148;1148;
1149;1149;1149;
1150;1150;1150;
1151;1151;1151;
1152;1152;1152;
1153;1153;1153;
1154;1154;1154;http://fr.forumviesmobiles.org/forum-vies-mobiles/blog/2012/12/07/manifeste-preparer-transition-mobilitaire-403 
1155;1155;1155;
1156;1156;1156;
1157;1157;1157;
1158;1158;1158;
1159;1159;1159;
1160;1160;1160;
1161;1161;1161;
1162;1162;1162;
1163;1163;1163;Question non déposée
1164;1164;1164;
1165;1165;1165;
1166;1166;1166;
1167;1167;1167;
1168;1168;1168;
1169;1169;1169;
1170;1170;1170;Inscription au programme de travail de la HAS
1171;1171;1171;
1172;1172;1172;
1173;1173;1173;
1174;1174;1174;
1175;1175;1175;
1176;1176;1176;
1177;1177;1177;
1178;1178;1178;
1179;1179;1179;
1180;1180;1180;Organisation d'une table ronde multipartite
1181;1181;1181;
1182;1182;1182;
1183;1183;1183;
1184;1184;1184;
1185;1185;1185;
1186;1186;1186;
1187;1187;1187;
1188;1188;1188;
1189;1189;1189;
1190;1190;1190;
1191;1191;1191;
1192;1192;1192;
1193;1193;1193;
1194;1194;1194;
1195;1195;1195;
1196;1196;1196;
1197;1197;1197;
1198;1198;1198;
1199;1199;1199;
1200;1200;1200;
1201;1201;1201;
1202;1202;1202;
1203;1203;1203;
1204;1204;1204;
1205;1205;1205;
1206;1206;1206;http://www.vinetsociete.fr/sites/default/files/2018-02/CP%20Vin%20%20Soci%C3%A9t%C3%A9%2013.02%2016.00.pdf
1207;1207;1207;
1208;1208;1208;http://www.vinetsociete.fr/sites/default/files/2018-02/CP%20Vin%20%20Soci%C3%A9t%C3%A9%2013.02%2016.00.pdf
1209;1209;1209;
1210;1210;1210;http://www.vinetsociete.fr/sites/default/files/2018-04/180418_CP%20Vin%20et%20Societe.pdf
1211;1211;1211;
1212;1212;1212;http://www.vinetsociete.fr/sites/default/files/2018-06/180627_CP%20Vin%20et%20Societe.pdf
1213;1213;1213;
1214;1214;1214;
1215;1215;1215;https://solidarites-sante.gouv.fr/IMG/pdf/180412_-_cp_-_concertation_sur_la_prevention_avec_les_professions_viticoles.pdf
1216;1216;1216;
1217;1217;1217;
1218;1218;1218;
1219;1219;1219;http://www.vinetsociete.fr/sengager/fetes-viticoles-responsables
1220;1220;1220;
1221;1221;1221;http://www.vinetsociete.fr/sites/default/files/2018-07/180627%20Contribution%20au%20Plan%20National%20de%20Sant%C3%A9%20Publique%20fili%C3%A8re%20des%20boissons%20alcoolis%C3%A9es.pdf
1222;1222;1222;
1223;1223;1223;http://www.vinetsociete.fr/sites/default/files/2018-06/180627_CP%20Vin%20et%20Societe.pdf
1224;1224;1224;
1225;1225;1225;
1226;1226;1226;
1227;1227;1227;
1228;1228;1228;
1229;1229;1229;
1230;1230;1230;"Proposition de directive 2017/0004 relative à la protection des travailleurs contre l'exposition à des agents cancérigènes ou mutagènes au travail
"
1231;1231;1231;
1232;1232;1232;Réfléchir aux évolutions pertinentes du cadre législatif et réglementaire appliqué des clubs professionnels de football
