;secteur_activite;representants_id
1834;Questions de société;449
1835;Education, enseignement supérieur, formation;450
1836;Recherche, innovation;450
1837;Agriculture, alimentation, pêche;451
1838;Environnement;451
1839;Pouvoirs publics, institutions, fonction publique;451
1840;Professions réglementées;451
1841;Agriculture, alimentation, pêche;452
1842;Travail, emploi, solidarité;452
1843;Fiscalité, finances publiques;452
1844;Environnement;452
1845;Logement, aménagement du territoire, urbanisme;452
1846;Agriculture, alimentation, pêche;453
1847;Economie;453
1848;Travail, emploi, solidarité;453
1849;Logement, aménagement du territoire, urbanisme;453
1850;Outre-mer;453
1851;Economie;454
1852;Energie;454
1853;Environnement;454
1854;Santé, sécurité sociale;454
1855;Transports, logistique;454
1856;Arts, patrimoine culturel;455
1857;Médias, industries culturelles;455
1858;Numérique;455
1859;Propriété intellectuelle;455
1860;Economie;456
1861;Logement, aménagement du territoire, urbanisme;456
1862;Affaires étrangères, coopération internationale;457
1863;Banques, assurances, secteur financier;457
1864;Economie;457
1865;Travail, emploi, solidarité;457
1866;Energie;457
1867;Numérique;457
1868;Professions réglementées;457
1869;Sports, loisirs, tourisme;457
1870;Recherche, innovation;458
1871;Santé, sécurité sociale;458
1872;Fiscalité, finances publiques;459
1873;Environnement;459
1874;Agriculture, alimentation, pêche;460
1875;Agriculture, alimentation, pêche;461
1876;Economie;461
1877;Travail, emploi, solidarité;461
1878;Environnement;461
1879;Questions de société;461
1880;Energie;462
1881;Environnement;462
1882;Questions de société;462
1883;Agriculture, alimentation, pêche;463
1884;Transports, logistique;464
1885;Energie;465
1886;Environnement;465
1887;Education, enseignement supérieur, formation;466
1888;Travail, emploi, solidarité;466
1889;Recherche, innovation;466
1890;Numérique;466
1891;Questions de société;466
1892;Arts, patrimoine culturel;467
1893;Banques, assurances, secteur financier;467
1894;Justice;467
1895;Numérique;467
1896;Questions de société;467
1897;Agriculture, alimentation, pêche;468
1898;Travail, emploi, solidarité;468
1899;Fiscalité, finances publiques;468
1900;Environnement;469
1901;Education, enseignement supérieur, formation;470
1902;Logement, aménagement du territoire, urbanisme;470
1903;Outre-mer;470
1904;Questions migratoires;470
1905;Questions de société;470
1906;Logement, aménagement du territoire, urbanisme;471
1907;Pouvoirs publics, institutions, fonction publique;472
1908;Questions de société;472
1909;Banques, assurances, secteur financier;473
1910;Gouvernance d’entreprise;473
1911;Economie;474
1912;Travail, emploi, solidarité;474
1913;Professions réglementées;474
1914;Santé, sécurité sociale;474
1915;Santé, sécurité sociale;475
1916;Economie;476
1917;Energie;476
1918;Environnement;476
1919;Outre-mer;476
1920;Transports, logistique;476
1921;Commerce extérieur;477
1922;Concurrence, consommation;477
1923;Défense, sécurité;477
1924;Economie;477
1925;Travail, emploi, solidarité;477
1926;Economie;478
1927;Education, enseignement supérieur, formation;478
1928;Travail, emploi, solidarité;478
1929;Fiscalité, finances publiques;478
1930;Logement, aménagement du territoire, urbanisme;478
1931;Banques, assurances, secteur financier;479
1932;Défense, sécurité;479
1933;Travail, emploi, solidarité;479
1934;Transports, logistique;479
1935;Agriculture, alimentation, pêche;480
1936;Energie;480
1937;Environnement;480
1938;Logement, aménagement du territoire, urbanisme;480
1939;Outre-mer;480
1940;Arts, patrimoine culturel;481
1941;Education, enseignement supérieur, formation;481
1942;Travail, emploi, solidarité;481
1943;Questions de société;481
1944;Sports, loisirs, tourisme;481
1945;Economie;482
1946;Education, enseignement supérieur, formation;482
1947;Travail, emploi, solidarité;482
1948;Fiscalité, finances publiques;482
1949;Santé, sécurité sociale;482
1950;Logement, aménagement du territoire, urbanisme;483
1951;Agriculture, alimentation, pêche;484
1952;Transports, logistique;485
1953;Agriculture, alimentation, pêche;486
1954;Energie;486
1955;Environnement;486
1956;Outre-mer;486
1957;Agriculture, alimentation, pêche;487
1958;Affaires étrangères, coopération internationale;488
1959;Banques, assurances, secteur financier;488
1960;Travail, emploi, solidarité;488
1961;Recherche, innovation;488
1962;Fiscalité, finances publiques;488
1963;Justice;488
1964;Numérique;488
1965;Outre-mer;488
1966;Propriété intellectuelle;488
1967;Questions migratoires;488
1968;Santé, sécurité sociale;488
1969;Questions de société;488
1970;Recherche, innovation;489
1971;Numérique;489
1972;Questions de société;489
1973;Commerce extérieur;490
1974;Numérique;490
1975;Pouvoirs publics, institutions, fonction publique;490
1976;Communications électroniques;490
1977;Transports, logistique;490
1978;Logement, aménagement du territoire, urbanisme;491
1979;Concurrence, consommation;492
1980;Education, enseignement supérieur, formation;492
1981;Travail, emploi, solidarité;492
1982;Energie;492
1983;Environnement;492
1984;Travail, emploi, solidarité;493
1985;Fiscalité, finances publiques;493
1986;Environnement;493
1987;Sports, loisirs, tourisme;493
1988;Transports, logistique;493
1989;Agriculture, alimentation, pêche;494
1990;Santé, sécurité sociale;495
1991;Agriculture, alimentation, pêche;496
1992;Arts, patrimoine culturel;496
1993;Environnement;496
1994;Questions de société;496
1995;Agriculture, alimentation, pêche;497
1996;Communications électroniques;498
1997;Education, enseignement supérieur, formation;499
1998;Travail, emploi, solidarité;499
1999;Fiscalité, finances publiques;499
2000;Professions réglementées;499
2001;Santé, sécurité sociale;499
2002;Fiscalité, finances publiques;500
2003;Environnement;500
2004;Logement, aménagement du territoire, urbanisme;500
2005;Affaires étrangères, coopération internationale;501
2006;Justice;501
2007;Environnement;501
2008;Questions migratoires;501
2009;Commerce extérieur;502
2010;Economie;502
2011;Education, enseignement supérieur, formation;502
2012;Numérique;502
2013;Transports, logistique;502
2014;Concurrence, consommation;503
2015;Education, enseignement supérieur, formation;503
2016;Travail, emploi, solidarité;503
2017;Recherche, innovation;503
2018;Numérique;503
2019;Concurrence, consommation;504
2020;Economie;504
2021;Travail, emploi, solidarité;504
2022;Fiscalité, finances publiques;504
2023;Environnement;504
2024;Logement, aménagement du territoire, urbanisme;504
2025;Santé, sécurité sociale;504
2026;Transports, logistique;504
2027;Questions migratoires;505
2028;Transports, logistique;505
2029;Agriculture, alimentation, pêche;506
2030;Numérique;506
2031;Santé, sécurité sociale;506
2032;Transports, logistique;506
2033;Agriculture, alimentation, pêche;507
2034;Education, enseignement supérieur, formation;507
2035;Travail, emploi, solidarité;507
2036;Energie;507
2037;Recherche, innovation;507
2038;Environnement;507
2039;Santé, sécurité sociale;507
2040;Questions de société;507
2041;Banques, assurances, secteur financier;508
2042;Travail, emploi, solidarité;508
2043;Outre-mer;508
2044;Santé, sécurité sociale;508
2045;Economie;509
2046;Environnement;509
2047;Economie;510
2048;Education, enseignement supérieur, formation;510
2049;Travail, emploi, solidarité;510
2050;Pouvoirs publics, institutions, fonction publique;510
2051;Agriculture, alimentation, pêche;511
2052;Environnement;511
2053;Economie;512
2054;Recherche, innovation;512
2055;Environnement;512
2056;Logement, aménagement du territoire, urbanisme;512
2057;Transports, logistique;512
2058;Economie;513
2059;Travail, emploi, solidarité;513
2060;Fiscalité, finances publiques;513
2061;Gouvernance d’entreprise;513
2062;Economie;514
2063;Travail, emploi, solidarité;514
2064;Economie;515
2065;Recherche, innovation;515
2066;Fiscalité, finances publiques;515
2067;Propriété intellectuelle;515
2068;Santé, sécurité sociale;515
2069;Santé, sécurité sociale;516
2070;Affaires étrangères, coopération internationale;517
2071;Education, enseignement supérieur, formation;517
2072;Travail, emploi, solidarité;517
2073;Questions migratoires;517
2074;Questions de société;517
2075;Education, enseignement supérieur, formation;518
2076;Travail, emploi, solidarité;518
2077;Environnement;518
2078;Logement, aménagement du territoire, urbanisme;518
2079;Numérique;518
2080;Travail, emploi, solidarité;519
2081;Justice;519
2082;Logement, aménagement du territoire, urbanisme;519
2083;Questions migratoires;519
2084;Santé, sécurité sociale;519
2085;Banques, assurances, secteur financier;520
2086;Fiscalité, finances publiques;520
2087;Logement, aménagement du territoire, urbanisme;520
2088;Agriculture, alimentation, pêche;521
2089;Concurrence, consommation;521
2090;Economie;521
2091;Education, enseignement supérieur, formation;521
2092;Travail, emploi, solidarité;521
2093;Fiscalité, finances publiques;521
2094;Gouvernance d’entreprise;521
2095;Justice;521
2096;Pouvoirs publics, institutions, fonction publique;521
2097;Santé, sécurité sociale;521
2098;Affaires étrangères, coopération internationale;522
2099;Agriculture, alimentation, pêche;522
2100;Concurrence, consommation;522
2101;Environnement;522
2102;Outre-mer;522
2103;Arts, patrimoine culturel;523
2104;Banques, assurances, secteur financier;523
2105;Environnement;523
2106;Numérique;523
2107;Professions réglementées;523
2108;Propriété intellectuelle;523
2109;Communications électroniques;523
2110;Concurrence, consommation;524
2111;Economie;524
2112;Travail, emploi, solidarité;524
2113;Sports, loisirs, tourisme;524
2114;Agriculture, alimentation, pêche;525
2115;Travail, emploi, solidarité;525
2116;Environnement;525
2117;Agriculture, alimentation, pêche;526
2118;Agriculture, alimentation, pêche;527
2119;Economie;527
2120;Energie;527
2121;Recherche, innovation;527
2122;Environnement;527
2123;Agriculture, alimentation, pêche;528
2124;Concurrence, consommation;528
2125;Travail, emploi, solidarité;529
2126;Energie;529
2127;Agriculture, alimentation, pêche;530
2128;Agriculture, alimentation, pêche;531
2129;Santé, sécurité sociale;532
2130;Banques, assurances, secteur financier;533
2131;Economie;533
2132;Fiscalité, finances publiques;533
2133;Environnement;533
2134;Numérique;533
2135;Arts, patrimoine culturel;534
2136;Travail, emploi, solidarité;534
2137;Education, enseignement supérieur, formation;535
2138;Travail, emploi, solidarité;535
2139;Questions de société;535
2140;Economie;536
2141;Energie;536
2142;Environnement;536
2143;Banques, assurances, secteur financier;537
2144;Travail, emploi, solidarité;537
2145;Santé, sécurité sociale;537
2146;Concurrence, consommation;538
2147;Travail, emploi, solidarité;538
2148;Fiscalité, finances publiques;538
2149;Logement, aménagement du territoire, urbanisme;538
2150;Défense, sécurité;539
2151;Economie;539
2152;Energie;539
2153;Fiscalité, finances publiques;539
2154;Banques, assurances, secteur financier;540
2155;Economie;540
2156;Gouvernance d’entreprise;540
2157;Environnement;540
2158;Justice;540
2159;Numérique;540
2160;Professions réglementées;540
2161;Agriculture, alimentation, pêche;541
2162;Banques, assurances, secteur financier;541
2163;Commerce extérieur;541
2164;Concurrence, consommation;541
2165;Travail, emploi, solidarité;541
2166;Energie;541
2167;Gouvernance d’entreprise;541
2168;Environnement;541
2169;Transports, logistique;541
2170;Agriculture, alimentation, pêche;542
2171;Education, enseignement supérieur, formation;542
2172;Fiscalité, finances publiques;542
2173;Sports, loisirs, tourisme;542
2174;Justice;543
2175;Professions réglementées;543
2176;Logement, aménagement du territoire, urbanisme;544
2177;Agriculture, alimentation, pêche;545
2178;Agriculture, alimentation, pêche;546
2179;Concurrence, consommation;546
2180;Environnement;546
2181;Agriculture, alimentation, pêche;547
2182;Concurrence, consommation;547
2183;Fiscalité, finances publiques;547
2184;Economie;548
2185;Education, enseignement supérieur, formation;548
2186;Travail, emploi, solidarité;548
2187;Fiscalité, finances publiques;548
2188;Santé, sécurité sociale;548
2189;Agriculture, alimentation, pêche;549
2190;Education, enseignement supérieur, formation;549
2191;Santé, sécurité sociale;549
2192;Questions de société;549
2193;Logement, aménagement du territoire, urbanisme;550
2194;Environnement;551
2195;Agriculture, alimentation, pêche;552
2196;Commerce extérieur;552
2197;Recherche, innovation;552
2198;Environnement;552
2199;Questions migratoires;552
2200;Sports, loisirs, tourisme;552
2201;Concurrence, consommation;553
2202;Environnement;553
2203;Logement, aménagement du territoire, urbanisme;553
2204;Numérique;553
2205;Sports, loisirs, tourisme;553
2206;Justice;554
2207;Numérique;554
2208;Professions réglementées;554
2209;Travail, emploi, solidarité;555
2210;Energie;555
2211;Recherche, innovation;555
2212;Fiscalité, finances publiques;555
2213;Numérique;555
2214;Economie;556
2215;Pouvoirs publics, institutions, fonction publique;556
2216;Santé, sécurité sociale;556
2217;Concurrence, consommation;557
2218;Education, enseignement supérieur, formation;557
2219;Gouvernance d’entreprise;557
2220;Justice;557
2221;Numérique;557
2222;Concurrence, consommation;558
2223;Economie;558
2224;Environnement;558
2225;Logement, aménagement du territoire, urbanisme;558
2226;Transports, logistique;558
2227;Numérique;559
2228;Economie;560
2229;Education, enseignement supérieur, formation;560
2230;Travail, emploi, solidarité;560
2231;Recherche, innovation;561
2232;Santé, sécurité sociale;561
2233;Affaires étrangères, coopération internationale;562
2234;Commerce extérieur;562
2235;Economie;562
2236;Outre-mer;562
2237;Transports, logistique;562
2238;Agriculture, alimentation, pêche;563
2239;Agriculture, alimentation, pêche;564
2240;Banques, assurances, secteur financier;564
2241;Concurrence, consommation;564
2242;Numérique;564
2243;Santé, sécurité sociale;564
2244;Economie;565
2245;Education, enseignement supérieur, formation;565
2246;Travail, emploi, solidarité;565
2247;Fiscalité, finances publiques;565
2248;Santé, sécurité sociale;565
2249;Transports, logistique;566
2250;Commerce extérieur;567
2251;Défense, sécurité;567
2252;Economie;567
2253;Recherche, innovation;567
2254;Logement, aménagement du territoire, urbanisme;568
2255;Numérique;568
2256;Sports, loisirs, tourisme;568
2257;Santé, sécurité sociale;569
2258;Affaires étrangères, coopération internationale;570
2259;Economie;570
2260;Travail, emploi, solidarité;570
2261;Numérique;570
2262;Pouvoirs publics, institutions, fonction publique;570
2263;Economie;571
2264;Education, enseignement supérieur, formation;571
2265;Travail, emploi, solidarité;571
2266;Fiscalité, finances publiques;571
2267;Logement, aménagement du territoire, urbanisme;571
2268;Transports, logistique;572
2269;Agriculture, alimentation, pêche;573
2270;Concurrence, consommation;573
2271;Travail, emploi, solidarité;573
2272;Environnement;573
2273;Transports, logistique;574
2274;Economie;575
2275;Travail, emploi, solidarité;575
2276;Fiscalité, finances publiques;575
2277;Gouvernance d’entreprise;575
2278;Affaires étrangères, coopération internationale;576
2279;Défense, sécurité;576
2280;Energie;576
2281;Recherche, innovation;576
2282;Pouvoirs publics, institutions, fonction publique;576
2283;Agriculture, alimentation, pêche;577
2284;Commerce extérieur;577
2285;Concurrence, consommation;577
2286;Economie;577
2287;Economie;578
2288;Fiscalité, finances publiques;578
2289;Gouvernance d’entreprise;578
2290;Pouvoirs publics, institutions, fonction publique;578
2291;Professions réglementées;578
2292;Transports, logistique;579
2293;Energie;580
2294;Fiscalité, finances publiques;580
2295;Environnement;580
2296;Pouvoirs publics, institutions, fonction publique;580
2297;Transports, logistique;580
2298;Economie;581
2299;Travail, emploi, solidarité;581
2300;Energie;581
2301;Recherche, innovation;581
2302;Fiscalité, finances publiques;581
2303;Environnement;581
2304;Logement, aménagement du territoire, urbanisme;581
2305;Numérique;581
2306;Professions réglementées;581
2307;Questions de société;581
2308;Transports, logistique;581
2309;Education, enseignement supérieur, formation;582
2310;Travail, emploi, solidarité;582
2311;Logement, aménagement du territoire, urbanisme;582
2312;Santé, sécurité sociale;582
2313;Questions de société;582
2314;Logement, aménagement du territoire, urbanisme;583
2315;Agriculture, alimentation, pêche;584
2316;Commerce extérieur;584
2317;Economie;585
2318;Education, enseignement supérieur, formation;585
2319;Travail, emploi, solidarité;585
2320;Environnement;585
2321;Pouvoirs publics, institutions, fonction publique;585
2322;Arts, patrimoine culturel;586
2323;Banques, assurances, secteur financier;586
2324;Economie;586
2325;Gouvernance d’entreprise;586
2326;Agriculture, alimentation, pêche;587
2327;Education, enseignement supérieur, formation;588
2328;Pouvoirs publics, institutions, fonction publique;588
2329;Professions réglementées;588
2330;Santé, sécurité sociale;588
2331;Concurrence, consommation;589
2332;Numérique;589
2333;Sports, loisirs, tourisme;589
2334;Communications électroniques;589
2335;Transports, logistique;589
2336;Environnement;590
2337;Médias, industries culturelles;590
2338;Pouvoirs publics, institutions, fonction publique;590
2339;Arts, patrimoine culturel;591
2340;Travail, emploi, solidarité;591
2341;Médias, industries culturelles;591
2342;Numérique;591
2343;Propriété intellectuelle;591
2344;Affaires étrangères, coopération internationale;592
2345;Travail, emploi, solidarité;592
2346;Recherche, innovation;592
2347;Questions migratoires;592
2348;Santé, sécurité sociale;592
2349;Questions de société;592
2350;Médias, industries culturelles;593
2351;Affaires étrangères, coopération internationale;594
2352;Concurrence, consommation;595
2353;Economie;595
2354;Travail, emploi, solidarité;595
2355;Pouvoirs publics, institutions, fonction publique;595
2356;Santé, sécurité sociale;595
2357;Défense, sécurité;596
2358;Agriculture, alimentation, pêche;597
2359;Défense, sécurité;598
2360;Economie;598
2361;Travail, emploi, solidarité;598
2362;Fiscalité, finances publiques;598
2363;Pouvoirs publics, institutions, fonction publique;598
2364;Transports, logistique;599
2365;Banques, assurances, secteur financier;600
2366;Concurrence, consommation;600
2367;Numérique;600
2368;Arts, patrimoine culturel;601
2369;Recherche, innovation;601
2370;Economie;602
2371;Travail, emploi, solidarité;602
2372;Recherche, innovation;602
2373;Fiscalité, finances publiques;602
2374;Santé, sécurité sociale;602
2375;Affaires étrangères, coopération internationale;603
2376;Commerce extérieur;603
2377;Economie;603
2378;Travail, emploi, solidarité;603
2379;Energie;603
2380;Recherche, innovation;603
2381;Fiscalité, finances publiques;603
2382;Gouvernance d’entreprise;603
2383;Environnement;603
2384;Sports, loisirs, tourisme;603
2385;Transports, logistique;603
2386;Commerce extérieur;604
2387;Médias, industries culturelles;604
2388;Professions réglementées;604
2389;Santé, sécurité sociale;604
2390;Communications électroniques;604
2391;Logement, aménagement du territoire, urbanisme;605
2392;Energie;606
2393;Environnement;606
2394;Transports, logistique;606
2395;Agriculture, alimentation, pêche;607
2396;Agriculture, alimentation, pêche;608
2397;Concurrence, consommation;608
2398;Economie;608
2399;Travail, emploi, solidarité;608
2400;Fiscalité, finances publiques;608
2401;Gouvernance d’entreprise;608
2402;Agriculture, alimentation, pêche;609
2403;Commerce extérieur;609
2404;Concurrence, consommation;609
2405;Energie;609
2406;Fiscalité, finances publiques;609
2407;Environnement;609
2408;Santé, sécurité sociale;609
2409;Transports, logistique;609
2410;Travail, emploi, solidarité;610
2411;Sports, loisirs, tourisme;610
2412;Arts, patrimoine culturel;611
2413;Environnement;611
2414;Logement, aménagement du territoire, urbanisme;611
2415;Pouvoirs publics, institutions, fonction publique;611
2416;Professions réglementées;611
2417;Logement, aménagement du territoire, urbanisme;612
2418;Agriculture, alimentation, pêche;613
2419;Banques, assurances, secteur financier;613
2420;Commerce extérieur;613
2421;Economie;613
2422;Travail, emploi, solidarité;613
2423;Energie;613
2424;Fiscalité, finances publiques;613
2425;Gouvernance d’entreprise;613
2426;Environnement;613
2427;Logement, aménagement du territoire, urbanisme;613
2428;Outre-mer;613
2429;Pouvoirs publics, institutions, fonction publique;613
2430;Santé, sécurité sociale;613
2431;Transports, logistique;613
2432;Agriculture, alimentation, pêche;614
2433;Fiscalité, finances publiques;614
2434;Environnement;614
2435;Agriculture, alimentation, pêche;615
2436;Concurrence, consommation;615
2437;Travail, emploi, solidarité;615
2438;Pouvoirs publics, institutions, fonction publique;615
2439;Sports, loisirs, tourisme;615
2440;Défense, sécurité;616
2441;Energie;616
2442;Recherche, innovation;616
2443;Numérique;616
2444;Propriété intellectuelle;617
2445;Sports, loisirs, tourisme;617
2446;Agriculture, alimentation, pêche;618
2447;Concurrence, consommation;618
2448;Economie;618
2449;Education, enseignement supérieur, formation;618
2450;Travail, emploi, solidarité;618
2451;Affaires étrangères, coopération internationale;619
2452;Commerce extérieur;619
2453;Concurrence, consommation;619
2454;Economie;619
2455;Education, enseignement supérieur, formation;619
2456;Travail, emploi, solidarité;619
2457;Recherche, innovation;619
2458;Environnement;619
2459;Numérique;619
2460;Propriété intellectuelle;619
2461;Transports, logistique;619
2462;Recherche, innovation;620
2463;Santé, sécurité sociale;620
2464;Médias, industries culturelles;621
2465;Numérique;621
2466;Propriété intellectuelle;621
2467;Communications électroniques;621
2468;Economie;622
2469;Travail, emploi, solidarité;622
2470;Fiscalité, finances publiques;622
2471;Gouvernance d’entreprise;622
2472;Santé, sécurité sociale;622
2473;Fiscalité, finances publiques;623
2474;Environnement;623
2475;Médias, industries culturelles;623
2476;Numérique;623
2477;Propriété intellectuelle;623
2478;Recherche, innovation;624
2479;Santé, sécurité sociale;624
2480;Commerce extérieur;625
2481;Concurrence, consommation;625
2482;Economie;625
2483;Education, enseignement supérieur, formation;625
2484;Travail, emploi, solidarité;625
2485;Energie;625
2486;Recherche, innovation;625
2487;Fiscalité, finances publiques;625
2488;Gouvernance d’entreprise;625
2489;Environnement;625
2490;Logement, aménagement du territoire, urbanisme;625
2491;Numérique;625
2492;Outre-mer;625
2493;Santé, sécurité sociale;625
2494;Transports, logistique;625
2495;Energie;626
2496;Logement, aménagement du territoire, urbanisme;626
2497;Environnement;626
2498;Transports, logistique;626
2499;Economie;626
2500;Affaires étrangères, coopération internationale;627
2501;Commerce extérieur;627
2502;Défense, sécurité;627
2503;Outre-mer;627
2504;Transports, logistique;627
2505;Numérique;628
2506;Affaires étrangères, coopération internationale;629
2507;Défense, sécurité;629
2508;Education, enseignement supérieur, formation;629
2509;Logement, aménagement du territoire, urbanisme;629
2510;Pouvoirs publics, institutions, fonction publique;629
2511;Agriculture, alimentation, pêche;630
2512;Concurrence, consommation;631
2513;Economie;631
2514;Travail, emploi, solidarité;631
2515;Fiscalité, finances publiques;631
2516;Sports, loisirs, tourisme;631
2517;Défense, sécurité;632
2518;Recherche, innovation;632
2519;Communications électroniques;632
2520;Défense, sécurité;633
2521;Economie;633
2522;Travail, emploi, solidarité;633
2523;Energie;633
2524;Gouvernance d’entreprise;633
2525;Environnement;633
2526;Logement, aménagement du territoire, urbanisme;633
2527;Pouvoirs publics, institutions, fonction publique;633
2528;Professions réglementées;633
2529;Santé, sécurité sociale;633
2530;Questions de société;633
2531;Sports, loisirs, tourisme;633
2532;Transports, logistique;633
2533;Education, enseignement supérieur, formation;634
2534;Banques, assurances, secteur financier;635
2535;Economie;635
2536;Recherche, innovation;635
2537;Fiscalité, finances publiques;635
2538;Environnement;635
2539;Economie;636
2540;Logement, aménagement du territoire, urbanisme;636
2541;Pouvoirs publics, institutions, fonction publique;636
2542;Economie;637
2543;Travail, emploi, solidarité;637
2544;Environnement;637
2545;Logement, aménagement du territoire, urbanisme;637
2546;Pouvoirs publics, institutions, fonction publique;637
2547;Economie;638
2548;Education, enseignement supérieur, formation;638
2549;Gouvernance d’entreprise;638
2550;Pouvoirs publics, institutions, fonction publique;638
2551;Recherche, innovation;639
2552;Santé, sécurité sociale;639
2553;Economie;640
2554;Education, enseignement supérieur, formation;640
2555;Travail, emploi, solidarité;640
2556;Fiscalité, finances publiques;640
2557;Logement, aménagement du territoire, urbanisme;640
2558;Banques, assurances, secteur financier;641
2559;Economie;641
2560;Pouvoirs publics, institutions, fonction publique;641
2561;Professions réglementées;641
2562;Agriculture, alimentation, pêche;642
2563;Concurrence, consommation;642
2564;Travail, emploi, solidarité;642
2565;Fiscalité, finances publiques;642
2566;Environnement;642
2567;Economie;643
2568;Fiscalité, finances publiques;643
2569;Logement, aménagement du territoire, urbanisme;643
2570;Transports, logistique;643
2571;Défense, sécurité;644
2572;Travail, emploi, solidarité;644
2573;Gouvernance d’entreprise;644
2574;Numérique;644
2575;Pouvoirs publics, institutions, fonction publique;644
2576;Agriculture, alimentation, pêche;645
2577;Banques, assurances, secteur financier;645
2578;Environnement;645
2579;Numérique;645
2580;Transports, logistique;645
2581;Commerce extérieur;646
2582;Défense, sécurité;646
2583;Recherche, innovation;646
2584;Fiscalité, finances publiques;646
2585;Transports, logistique;646
2586;Agriculture, alimentation, pêche;647
2587;Médias, industries culturelles;648
2588;Numérique;648
2589;Propriété intellectuelle;648
2590;Médias, industries culturelles;649
2591;Numérique;649
2592;Propriété intellectuelle;649
2593;Communications électroniques;649
2594;Recherche, innovation;650
2595;Transports, logistique;650
2596;Agriculture, alimentation, pêche;651
2597;Energie;651
2598;Recherche, innovation;651
2599;Environnement;651
2600;Transports, logistique;651
2601;Economie;652
2602;Travail, emploi, solidarité;652
2603;Fiscalité, finances publiques;652
2604;Gouvernance d’entreprise;652
2605;Environnement;652
2606;Numérique;652
2607;Pouvoirs publics, institutions, fonction publique;652
2608;Propriété intellectuelle;652
2609;Transports, logistique;652
2610;Arts, patrimoine culturel;653
2611;Education, enseignement supérieur, formation;653
2612;Médias, industries culturelles;653
2613;Numérique;653
2614;Propriété intellectuelle;653
2615;Travail, emploi, solidarité;654
2616;Transports, logistique;654
2617;Concurrence, consommation;655
2618;Travail, emploi, solidarité;655
2619;Fiscalité, finances publiques;655
2620;Environnement;655
2621;Logement, aménagement du territoire, urbanisme;655
2622;Agriculture, alimentation, pêche;656
2623;Banques, assurances, secteur financier;657
2624;Economie;657
2625;Travail, emploi, solidarité;657
2626;Recherche, innovation;657
2627;Fiscalité, finances publiques;657
2628;Logement, aménagement du territoire, urbanisme;657
2629;Pouvoirs publics, institutions, fonction publique;657
2630;Questions de société;657
2631;Agriculture, alimentation, pêche;658
2632;Concurrence, consommation;658
2633;Economie;658
2634;Travail, emploi, solidarité;658
2635;Fiscalité, finances publiques;658
2636;Environnement;658
2637;Economie;659
2638;Travail, emploi, solidarité;659
2639;Fiscalité, finances publiques;659
2640;Professions réglementées;659
2641;Santé, sécurité sociale;659
2642;Travail, emploi, solidarité;660
2643;Recherche, innovation;660
2644;Santé, sécurité sociale;660
2645;Agriculture, alimentation, pêche;661
2646;Travail, emploi, solidarité;662
2647;Energie;663
2648;Recherche, innovation;663
2649;Environnement;663
2650;Transports, logistique;663
2651;Agriculture, alimentation, pêche;664
2652;Energie;664
2653;Environnement;664
2654;Santé, sécurité sociale;664
2655;Questions de société;664
2656;Recherche, innovation;665
2657;Santé, sécurité sociale;665
2658;Agriculture, alimentation, pêche;666
2659;Education, enseignement supérieur, formation;666
2660;Travail, emploi, solidarité;666
2661;Concurrence, consommation;667
2662;Economie;667
2663;Travail, emploi, solidarité;667
2664;Environnement;667
2665;Transports, logistique;667
2666;Médias, industries culturelles;668
2667;Numérique;668
2668;Propriété intellectuelle;668
2669;Commerce extérieur;669
2670;Concurrence, consommation;669
2671;Economie;669
2672;Recherche, innovation;669
2673;Fiscalité, finances publiques;669
2674;Environnement;669
2675;Pouvoirs publics, institutions, fonction publique;669
2676;Santé, sécurité sociale;669
2677;Questions de société;669
2678;Défense, sécurité;670
2679;Numérique;670
2680;Outre-mer;670
2681;Pouvoirs publics, institutions, fonction publique;670
2682;Communications électroniques;670
2683;Transports, logistique;670
2684;Travail, emploi, solidarité;671
2685;Médias, industries culturelles;671
2686;Numérique;671
2687;Propriété intellectuelle;671
2688;Communications électroniques;671
2689;Energie;672
2690;Energie;673
2691;Environnement;673
2692;Agriculture, alimentation, pêche;674
2693;Concurrence, consommation;674
2694;Travail, emploi, solidarité;674
2695;Environnement;674
2696;Environnement;675
2697;Logement, aménagement du territoire, urbanisme;675
2698;Transports, logistique;675
2699;Agriculture, alimentation, pêche;676
2700;Concurrence, consommation;676
2701;Economie;676
2702;Education, enseignement supérieur, formation;676
2703;Travail, emploi, solidarité;676
2704;Pouvoirs publics, institutions, fonction publique;676
2705;Concurrence, consommation;677
2706;Economie;677
2707;Energie;677
2708;Environnement;677
2709;Logement, aménagement du territoire, urbanisme;677
2710;Agriculture, alimentation, pêche;678
2711;Energie;678
2712;Environnement;678
2713;Pouvoirs publics, institutions, fonction publique;678
2714;Transports, logistique;678
2715;Agriculture, alimentation, pêche;679
2716;Commerce extérieur;679
2717;Fiscalité, finances publiques;679
2718;Environnement;679
2719;Transports, logistique;679
2720;Agriculture, alimentation, pêche;680
2721;Travail, emploi, solidarité;680
2722;Education, enseignement supérieur, formation;681
2723;Travail, emploi, solidarité;681
2724;Recherche, innovation;681
2725;Logement, aménagement du territoire, urbanisme;681
2726;Santé, sécurité sociale;681
2727;Agriculture, alimentation, pêche;682
2728;Commerce extérieur;682
2729;Recherche, innovation;682
2730;Environnement;682
2731;Questions de société;682
2732;Concurrence, consommation;683
2733;Economie;683
2734;Travail, emploi, solidarité;683
2735;Justice;683
2736;Numérique;683
2737;Agriculture, alimentation, pêche;684
